000031,com.pushbullet.android,2017-08-25 16:46:28.235,100,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:46:28.471,103,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:46:28.663,103,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:46:28.836,103,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:46:35.036,97,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:46:48.545,106,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:08.562,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:08.962,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:09.030,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:09.116,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:09.197,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:09.279,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:09.371,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:09.442,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:09.506,-5,-99,2017-08-27 15:23:44.213
000031,com.pushbullet.android,2017-08-25 16:47:09.578,-5,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:14.806,115,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:15.181,119,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:15.345,121,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:15.573,112,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:15.679,101,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:15.838,32,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:16.263,107,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:16.405,101,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:16.519,114,-99,2017-08-27 15:23:44.213
000031,com.google.android.keep,2017-08-25 18:26:16.915,-5,-99,2017-08-27 15:23:44.213
