000016,com.facebook.katana,2017-08-23 22:28:51.731,121,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:51.923,101,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:52.107,100,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:52.447,-5,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:52.849,118,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:53.180,100,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:53.369,104,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:53.495,97,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:53.664,32,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:54.491,117,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:54.720,114,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:55.011,103,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:55.166,101,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:55.312,110,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:55.440,116,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:55.567,32,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:55.942,110,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:56.062,97,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:56.251,97,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:56.352,104,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:56.524,105,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:56.735,32,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:57.026,97,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:57.210,97,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:57.314,104,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:57.442,101,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:28:57.967,32,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:29:02.692,114,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:29:02.906,111,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:29:03.143,112,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:29:03.311,109,-99,2017-08-23 23:09:22.587
000016,com.facebook.katana,2017-08-23 22:29:03.528,32,-99,2017-08-23 23:09:22.587
